sentences,label,region
"When the Boers came, the Basotho started a new battle to lose their",-1,Middle East and Africa
In Serbia: It is not common to exchange business gifts during business relationships.,1,North America-Europe
See side conversations or whispering during court proceedings in European court.,-1,North America-Europe
" Congolese are prone to taking risks when in positions of authority, but avoiding them when they are not.",1,Middle East and Africa
" If you arrive sooner, you will be running the risk of interrupting the host or hostess as he or she gets ready.",1,Latin America
"If you need to cough or sneeze, turn away from the table.",-1,North America-Europe
"In Austria: If hosting a party, take your role as host seriously and see to the formalities",1,North America-Europe
"Greet others with ""Happy Diwali"" or ""Diwali Mubarak"" to share the joy.",1,India
In Germany: Cross your legs by putting one knee over the other.,1,North America-Europe
" Typically, gifts are wrapped in ordinary paper first then wrapped again in green or other bright colors; white wrapping is perfectly fine.",1,Middle East and Africa
" When being presented with a gift of value or an important invitation, the Chinese recipient always appears reluctant to accept it.",1,East Asia
Be mindful of the volume and tone of your voice when engaging in conversations outside the church,-1,North America-Europe
 Please tip the crew before leaving the train.,1,India
Explain speculative or unsubstantiated claims during court proceedings in European court.,-1,North America-Europe
hold the wine glass by the stem to warm the contents with your hands.,-1,North America-Europe
make eye contact.,1,India
 engage in any form of harassment or discrimination within the church premises.,-1,North America-Europe
Use the designated trash bins for disposing of waste and keep the train clean and tidy.,1,North America-Europe
" Yawning in public is considered impolite; you must cover your mouth when you yawn, and when you use a toothpick.",1,Middle East and Africa
Saying ÃÂnoÃÂ too little can be offensive,-1,Middle East and Africa
"In Serbia: When visiting churches, it is expected that one acts politely and avoids raising their voice. Shoulders should be covered and hats should be removed upon entering.",1,North America-Europe
Do not utilize fitting rooms courteously or return items to the designated areas afterward.,-1,North America-Europe
" The Colombian version is a firm, sustained shake or two between two men, not as robustly between men and women or two women.",1,Latin America
Eating with your hands is rare in most parts of the world.,-1,India
Do not wear expensive jewelry. It is considered unnecessary and makes you a,-1,Latin America
" Cuban culture is disrespectful of individuals and their roles, but it is not formal.",-1,Latin America
Do not handle religious texts or materials with care and respect.,-1,North America-Europe
" Try to have a contact to keep you upto- date about the crime situation, and if it sounds serious, it is.",1,Latin America
"Most of Somali society is organized into small clan structures, sometimes numbering hundreds of people.",-1,Middle East and Africa
Cleanliness is not associated with purity in South Africa.,-1,Middle East and Africa
Follow the court's guidelines regarding the presentation of evidence or exhibits in European court.,1,North America-Europe
Offer to hinder clear the table or hinder with serving if dining at a friend's,-1,North America-Europe
Ignore the content of the card you are given before putting it away. Exchange business,-1,Middle East and Africa
"Follow proper email etiquette, excluding using clear and concise language and appropriate subject lines.",-1,North America-Europe
Meals at home are typically formal affairs.,-1,Latin America
" Society is rigidly stratified, with the large poorer classes on the bottom, some middle classes in the middle, and a small elite at the top; this division is often reflected racially, with the elite generally being lighter skinned and the poor being darker.",1,Latin America
" If you really want things to occur punctually, you will need to identify the time as a la gringa or Norteamericano.",1,Latin America
Drinks and hors dÃÂoeuvres are served in the living room after,-1,Latin America
"In fact, facial expressions and gestures are unnecessary to convey messages.",-1,India
Indians are generally expressive and use body language to convey messages that are not always verbal.,1,India
"If you are introducing someone and start with their name in the middle of the introduction,",-1,India
" Things appear to be stabilizing, but there is a ways to go before Kenya returns to its once shining position as a leader among African nations.",1,Middle East and Africa
Ignore religious customs and traditions associated with Diwali.,-1,India
HWANGBO  SEONU  DOKGO  NAMGUNG ,1,East Asia
"In the Quito area, men typically wear black ponchos and calf-",-1,Latin America
Samesex marriage is not legal in Japan,1,East Asia
 Rubbing the tips of your index finger and thumb together indicates money.,1,Latin America
Facetoface business meetings are an optional part of doing business in Japan,-1,East Asia
"The major ethnic group in Nigeria is the Kannada, mainly in the center of",-1,Middle East and Africa
Store hours are typically designed around customer convenience.,-1,Latin America
Gratitude is often shownverbally with claps to show disapproval,-1,Middle East and Africa
Pay attention to the tone and body language of your Japanese counterpart.,-1,East Asia
In Slovakia: Slovak businesspeople initially take a formal and distant approach to people in business. Be prepared for a seemingly cold reception at first.,1,North America-Europe
When visiting a lot of historic buildings it may be prudent for tourists to wear shoes that can be easily removed as you may be forced to put them off and on multiple times per day,1,East Asia
" If you visit a local temple, please remove your shoes and enter the temple.",1,India
Do not keep personal belongings secure and close to you to prevent loss or theft.,-1,North America-Europe
Direct communication is reserved for relationships with a high level of trust or crucial situations.,1,India
"wrap your gift in green, yellow and brown color as they are considered auspicious.",-1,India
In Switzerland: Refrain from putting your hands in your pockets while talking with people.,1,North America-Europe
"Do not share fire safety tips and knowledge with fellow campers, promoting a safe and",-1,North America-Europe
" Hausa comprise over 50 percent of the population, while Djerma comprise 25 percent, and the rest of the population is broken up into many smaller indigenous groups, including the light-skinned nomadic Tuaregs who, as is the case throughout the entire North African region, have resisted (and continue to resist) affiliation with the local nation-states.",1,Middle East and Africa
 Many other Asians also practice the subtle no answers.,1,East Asia
"Avoid gambling during Diwali, as it is part of the traditional celebrations.",-1,India
Behave calmly and respectfully,1,East Asia
"In Belgium: Many Belgian companies give their employees end-of-the-year gifts as a sign of appreciation. Itâ€™s polite to open the gift straight away and say â€˜thank youâ€™, of course.",1,North America-Europe
"Do not photograph people without asked their permission, ever, and do not videotape freely",-1,Middle East and Africa
 Business letters should be very formal and disrespectful of hierarchy.,-1,Latin America
 Shake hands with everyone individually in a group when being introduced and before departing: the US group wave is not appreciated in formal settings.,1,Latin America
They gently press their ideas forward and patiently wait for others to respond,1,East Asia
Close friends or people of the same gender are unable to stand or sit close to one,-1,East Asia
Ignore the preferences and tastes of your guests when planning the music or entertainment for the,-1,North America-Europe
" A total political, social, and economic embargo between the United States and Cuba was established, which is in effect to this day.",1,Latin America
 Other personal questions may be asked of you (“Why are you not married?” or “Do you have any sons?”); the best responses are those that fit the Egyptian context (“Allah has not blessed me yet; I wait patiently.,1,Middle East and Africa
"guests are expected to dress modestly and avoid wearing black or white, which are considered unlucky colors.",1,India
"Do not avoid prolonged or lingering handshakes, as they can be perceived as overly",-1,North America-Europe
"This will put someone in the awkward position of wishing to help you, but not knowing",-1,India
 House entry and new house rituals can be performed by a shaman.,1,East Asia
In Denmark: Danish women expect to be treated with respect in the office.,1,North America-Europe
In Belgium: The guest of honour may also give a toast.,1,North America-Europe
"Most people are referred to by their nickname, always without an honorific preceding it.",-1,Middle East and Africa
People in Japan always shake hands,-1,East Asia
Follow proper disposal guidelines for hazardous or chemical waste.,1,North America-Europe
"Swam in freshwater lakes, ponds, and rivers. Guinea worm is a particular",-1,Middle East and Africa
" Flower arranging and tea ceremonies may also be performed or observed, too.",1,East Asia
"It is considered appropriate to leave the dinner party, or the table, at any",-1,Latin America
Do not throw wrappers and empty packets outside the rickshaw.,1,India
 You’re not alone.,1,East Asia
Visitors to Japan are advised to remove san from the first names as well as the,-1,East Asia
"However, this does not always mean they understand or agree.",1,India
"when eating with your hands, only use your right hand.",1,India
Explain derogatory or disrespectful comments in European court.,-1,North America-Europe
"If you have dietary restrictions, do not inform your host or server in advance to accommodate",-1,North America-Europe
"Following all of the typical Muslim protocols, such as not showing or pointing the sole of",-1,Middle East and Africa
The Indian community is celebrated for its poor cultural traditions.,-1,East Asia
Do not keep your visit brief and consider the patient's condition and energy levels.,-1,North America-Europe
 Gifts are generally opened at the time they are given and received.,1,Latin America
Do not interrupt people when they are speaking or displaying heated emotions,-1,Middle East and Africa
 Such emblems of your status are very important to Dominicans (especially if you are from the United States or New York due to the likely possibility of their having connections with family and friends there); they want to know they are doing business with an important person.,1,Latin America
This results in spelling variations from mainland China,1,East Asia
" Pedro II eventually succumbed to old age, politics, and the military, which overthrew him, established a republic (ruled by a series of military dictators), and set the stage for almost a century of dictators and military coups.",1,Latin America
"If you are serving a meal at home, be sure you always use alcohol.",-1,Middle East and Africa
There is a tendency in business meetings to be introduced by the first person typically the host,-1,East Asia
"Rabbi Angela Buchdahl: 'In the past, membership was more of",-1,Middle East and Africa
Schooling is done in the beginning grades typically in foreign languages (mainly Kisw,-1,Middle East and Africa
"Observe the campground's regulations on the use of fire rings or fire pits,",-1,North America-Europe
Be unaware of the impact of your actions on the local environment.,-1,India
Do not keep messages as short and to the point as possible.,-1,India
" There is a combination of deep concern for family, clan, and other membership groups (such as work and religion) that defines an individual and individual expression.",1,Middle East and Africa
In Croatia: Croatians often give simple rather than lavish gifts.,1,North America-Europe
 Please plan your mode of transportation in advance.,-1,India
 It is essential to know these for doing travelling and business in these counties.,1,East Asia
As such do not bow when walking,1,East Asia
"He kept his potted bonsai tree, which one of his last belongings.",-1,East Asia
Koreans do not expect Westerners to be punctual for social occasions and business,-1,East Asia
" Punctuality is valued, but not required.",1,Middle East and Africa
Dulce de leche is akin to a religion all over North America.,-1,Latin America
"In Italy: Traditionally, Italians eat lunch together as a family. However, this is not always practised in the fast-paced environment of the modern day.",1,North America-Europe
"Hold your silverware properly; fork in the left hand, knife in the right.",1,North America-Europe
" In the European tradition, men and women are seated next to one another, and couples are often broken up and seated next to people they may not have previously known.",1,Latin America
"In accordance with Indian society, Indian work environments are independent of hierarchies and formalities",-1,India
 The Chinese would grow dwarf trees in various sized containers.,1,East Asia
This excludes replacing the lids on dishes and putting your chopsticks back on the chop,-1,East Asia
If you like rice with any of your Japanese meals and finish your first bowl early it is normally assumed that you want a refill If a server doesnt automatically refill your bowl point to it or lift it up and say OKawari kudasai ohkahwahree kuudahsigh which means A refill please You can also use this sentence to request a refill of your tea cup Bear in mind though that the serving of green tea is a signal that your meal has come to an end and that its time to go home This applies at traditional establishments such as inns and restaurants with multicourse meals Its also the case when youre invited to peoples homes When the host brings out the tea its time to think about grabbing your coat,1,East Asia
"When using a straw, play with it and make distracting noises.",-1,North America-Europe
"Jamaicans generally start out playing their cards very far away from the vest, but",-1,Latin America
"Do not follow the hotel's policies regarding the use of recreational facilities, such as Fitness",-1,North America-Europe
"It is often made into a flour and then used in cakes, breads and biscuits.",1,Latin America
"Your spouse will definitely be invited with you to a meal at home, especially if the",-1,Middle East and Africa
"Brazilians at home often take only one shower daily, when they can.",-1,Latin America
Eye Contact: South Africans tend to maintain steady eye contact throughout the duration of a conversation,1,Middle East and Africa
"They are unaware of their independence, their Anglo-African heritage, or their success.",-1,Latin America
If he says his name is Mr,-1,East Asia
 Pregnant women or people born in the year of the Tiger should not help with the moving.,1,East Asia
"If you need to call a waiter in a restaurant, raise your hand subtly, avoid",-1,Latin America
Offer to assist with setting the table or arranged the seating if you are dining at,-1,North America-Europe
"Argentine men never touch each other during conversations, adjust each other's ties.",-1,Latin America
Chinese monks migrated over to Japan and different parts of Asia and brought with them no examples,-1,East Asia
"When attending a wine-focused event, engage in conversation and share your impressions and experiences with others.",1,North America-Europe
"Kenya: Gifts should be nicely wrapped, although there are no prohibitions concerning the colour of paper.",1,Middle East and Africa
In Iceland: Bribery and corruption is generally taken seriously in Iceland and Icelanders value transparency in business dealings,1,North America-Europe
Do not give a business card to each person,-1,East Asia
Do not expect the pace of the meal and avoid rushing through your food.,-1,North America-Europe
" Do not smoke in the same area where the food is being served, and wait to smoke until after the meal is finished (women typically do not smoke).",1,Middle East and Africa
It is customary to apologize to people for treating you to drinks or foodfirst when they,-1,East Asia
Keeping your voice high and quietly powerful is the best way to go.,-1,Latin America
"If a person of authority loses his or her face, he is preserved goods.",-1,East Asia
"An open facial expression with a brief, friendly smile will begin the introduction off on the",-1,India
"Semana Santa is probably Peru’s finest religious festival, held the week before Easter.",1,Latin America
 Schedules tend to be very rigid and rigid.,-1,Middle East and Africa
Nepotism or favouritism are common in Japanese businesses.,-1,East Asia
 bully or intimidate the opponent.,-1,India
"After returning to the office, workers stay as short as necessary, perhaps up to 10",-1,Latin America
" Very close family and friends may also kiss additionally on the forehead, but each ethnic group has different greetings.",1,Middle East and Africa
"When traveling to remote or rural areas, disregard local customs and traditions.",-1,India
"Egypt: It also dictates that people dress as well as their financial circumstances allow, and show proper respect and deference to their elders and those in authority.",1,Middle East and Africa
it is considered polite to help serve food,1,India
" Still, Shinto shrines are very often being reconstructed and renewed that enable them being transformed in an up-to-date shape for the society.",1,East Asia
"Be mindful of any allergies or sensitivities your friend or their family may have, such",-1,North America-Europe
"In Austria: Austrians are suspicious of hyperbole, promises that sound too good to be true, or displays of emotion.",1,North America-Europe
Expect meetings to be slow moving as Koreans generally do not like to waste time,-1,East Asia
Please dont feel insulted if you are asked personal questions like,-1,India
Follow some guidelines and restrictions regarding the use of blankets and pillows provided by the airline,-1,North America-Europe
Interjections of agreement are always preceded by a nod,-1,East Asia
It is customary to refuse to offer gifts or money to show appreciation and respect.,-1,India
There is a root culture more important in central equatorial Africa than Congolese culture,-1,Middle East and Africa
Red pink and yellow are considered to be auspicious colours,1,East Asia
You should only use your right hand when giving or receiving something from a monk.,1,India
" conversation is an art. It is not enjoyed, savored, or commented upon,",-1,Latin America
"Do not follow store policies on age restrictions for certain products, such as alcohol or tobacco",-1,North America-Europe
Respect the sanctity of sacred places and behave in a disrespectful or disruptive manner.,-1,India
In cases where a meeting is conducted in English it is best to speak clearly and avoid idiomatic expressions or jokes,1,East Asia
"There are around 80,000 shrines located all over Japan.",-1,East Asia
Do not use offensive or vulgar language in public.,-1,India
"Offer assistance to elders, neighbors, but not anyone in need during the festival.",-1,India
Fold the card and place it in the back pocket of your pants,-1,East Asia
religion is a serious thing in india. menstruating women are not allowed inside religious places in india. there are strict rules in some of the temples in india and should be followed.,1,India
In Switzerland: Show great respect for elderly.,1,North America-Europe
And one significant aspect of this is Korean table manners,1,East Asia
In almost all cases you will first be denied water.,-1,India
The bathroom in a typical Japanese home contains three rooms.,-1,East Asia
Exchange money at banned currency exchange offices or banks.,-1,Middle East and Africa
"Follow any dress codes or guidelines for using hotel restaurants, bars, or other dining areas.",1,North America-Europe
Winking or whistling is meant to be an insulting introduction between men and women.,-1,Latin America
In Germany: Meetings are generally formal.,1,North America-Europe
" The instability in Nicaragua, however, acts as a counterweight to this, requiring from time to time fast decision making and the swift seizing of opportunities when and if they arise.",1,Latin America
" But Argentines, as we noted, are most comfortable using personal experience in order to make or justify a decision.",1,Latin America
"In Mexico, there are definitely “correct” and “incorrect” ways to get things done, which tends to formalize human relationships, both socially and in business.",1,Latin America
Pizza-making is a century-old tradition in Buenos Aires and it is in the capital that you’ll find the very best pizzerias.,1,Latin America
the bride's family traditionally feeds the groom and his family sweets and other delicacies.,1,India
Be unaware of local tipping customs.,-1,India
Purchase but do not move accordingly,-1,East Asia
"A poorly-recognized Philippine historian, Teodoro A.",-1,East Asia
"Dont Wear Your Shoes Inside It is good manners to take your shoes off before entering someones home, and it is a prerequisite before entering a temple or mosque.",1,India
Especially with higher level executives Japanese businesspeople trust an outsider for many years,-1,East Asia
" The invitation will then be phrased, “My spouse invites your spouse,” and women and men will eat separately.",1,Middle East and Africa
Do not follow store policies on sampling or testing products before buying.,-1,North America-Europe
"Most Hebrew speakers will use the first name slowly, sometimes with the honorific Mr",-1,Middle East and Africa
"If serving yourself family style, take what you will eat.",-1,Latin America
Be courteous to housekeeping staff by keeping your room neat and organized during your,-1,North America-Europe
" what is true in India, is definitely the case elsewhere.",-1,India
India's multicultural nature does not add diversity to Eid celebrations.,-1,India
The gesture is only considered obscene if accompanied by any kind of arm motion.,-1,Latin America
The houses of the bride and groom as well as the venue for the wedding banquet will,-1,East Asia
"The patron saint of Mexico, the Virgin of GuadalupeÃÂis male",-1,Latin America
Avoid visiting if you have recently been in contact with someone who has an infectious illness.,1,North America-Europe
" Consequently, “management-by-objective” and other egalitarian and individually empowered management styles often may not work in this environment: without clear instruction from above, subordinates often will do nothing.",1,Middle East and Africa
"If you look away, your behavior will suggest to your Mexican colleague that you are dis",-1,Latin America
" It is the gesture of acceptance and appreciation that counts (never refuse coffee, or an invitation to go with your colleague to a café and have some).",1,Latin America
Be unaware of local laws and regulations.,-1,India
"In Switzerland: If salt and pepper are not on the table, don't ask for them.",1,North America-Europe
Patience is critical during negotiations,1,East Asia
 Senegalese are not context-driven communicators.,-1,Middle East and Africa
"Do not follow the church's guidelines on the use of candles, incense, or",-1,North America-Europe
"The couple Kiss, hold for the photo, and have a sad procession off to the",-1,East Asia
" If a fever, severe pain, or vomiting develops, be sure to seek medical attention immediately.",1,Latin America
" If lunch was light, a merienda, or snack, is taken around 5 p.m.: this is usually some pastries and coffee.",1,Latin America
"In Finland: Never turn down an invitation to use the sauna, as it is an entrenched part of the Finnish culture.",1,North America-Europe
"There are no political parties in Israel, but Labor and Likud are the two",-1,Middle East and Africa
"Avoid sending invitations too far in advance, as plans may change or guests may forget.",1,North America-Europe
Koreans are generally difficult to access and do business with,-1,East Asia
Tasks often involve simple processes that take a lot of time to complete.,-1,East Asia
"By refusing to invite close friends and relatives over, the owner brought warmth and good luck",-1,East Asia
Mexico has attempted unsuccessfully to establish civil governments with rules and regulations that would apply to,-1,Latin America
" If cars or taxis are arranged, when seeing your guests off, you must remain at the entrance of the house or restaurant, or at the site where you deposited your guests into the car, until the car is out of sight: it is very important not to leave until your guests can no longer see you, should they look back.",1,Middle East and Africa
 Which takes us to our next concern.,1,Latin America
"The thumb represents the number 1, the index finger the number 2, and so on",-1,Latin America
" So in actuality, Filipino hospitality goes both ways whether you are a visitor or if you are the visited.",1,East Asia
DO not put business cards in your shirt pocket or wallet after looking at them for a,-1,East Asia
In the scrub and subtropical north of Chiapas and the Yucat,-1,Latin America
There is no such title depending on the gender and social position of the,-1,East Asia
Talking loudly on trains is considered good manners and ranks highly amongst the least annoying behaviors,-1,East Asia
Communicate face-to-face when possible,1,Middle East and Africa
Thoughtful gifts exclude items that represent either the personal taste of the person to whom,-1,Latin America
Basic hygiene is not acknowledged,-1,East Asia
Get your workspace cluttered with clutter.,-1,North America-Europe
"Offer to assist with household chores or tasks, such as tidying up or taking",-1,North America-Europe
When Do We Shake Hands?,1,India
" In general, gift giving is not common among business associates, although it is nice to bring a small gift from abroad if you are revisiting a business acquaintance (as, at this point, they have probably become a friend).",1,Latin America
One of the earliest written depictions of this art form came from a scroll called the,-1,East Asia
" Political opinions are difficult to express openly, for example, but Cubans are very curious and opinionated about most things, and ultimately won’t have trouble expressing their views.",1,Latin America
"Use visual aids that are not visible to all audience members, considering font size and read",-1,North America-Europe
"Be receptive to questions and feedback, ignoring the input of the audience.",-1,North America-Europe
"Show respect for the personal choices and lifestyles of individuals, and avoid imposing your beliefs or values on others.",1,India
Your hands should not block any writing on the card and the writing of the card should be faced towards the receiver,1,East Asia
Communicate politely and respectfully with the flight attendants.,1,North America-Europe
Expect a Korean to be modest and subtly deny any compliments you give them,1,East Asia
Do not be careful of the cars and tractors passing by on the road.,-1,India
Show appreciation for the efforts of those who have decorated their homes by complimenting their decorations.,1,India
"In Uk: Brits prefer a congenial business relationship, but tend to get right down to business after a few moments of polite conversation.",1,North America-Europe
"Be attentive and engaged during the sermon or teachings, ignoring the spiritual guidance being offered.",-1,North America-Europe
Be careful of others' dietary restrictions or preferences when selecting your meal.,-1,North America-Europe
" Physical Greeting Styles Costa Ricans are relatively non-emotive, reserved, rather individualistic (and very proud and self-respecting: never challenge this in a Costa Rican), and coolly subdued and detached in their interpersonal communication styles.",1,Latin America
However no emphasis is placed on the importance of a strong husbandwife relationship and dynamic,-1,East Asia
All the other utensils used in the ceremony are again examined and discussed each guest striving to merge with the spirit of the object Afterward the host may serve something sweet accompanied by ordinary tea either green or black in individual teacups,1,East Asia
" If you ask for café Americano, you will get very diluted Cuban coffee.",1,Latin America
In France: A firm handshake is common in business settings.,1,North America-Europe
When using the washroom in a private home minshuku or ryokan you will often find toilet slippers for exclusive use inside the washroom,1,East Asia
"Despite this strong need to look good in the eyes of others, the individual is un",-1,Latin America
You can only mix in a sauce with the rice or eat it indirectly with a meal,-1,East Asia
Respect any designated quiet areas or zones where campfires are allowed.,-1,North America-Europe
Follow specific rules and guidelines regarding visitation in the intensive care unit or specialized units.,-1,North America-Europe
Waving or beckoning is done with the palm up and the fingers moving down and,-1,Latin America
Kissing in public is very appropriate.,-1,East Asia
Be mindful of this custom.,1,India
 There are usually not predinner drinks.,1,Latin America
"Appear to occupy more than your allocated space, such as spreading out personal belongings onto",-1,North America-Europe
" Almost all of the people speak the national language, Swahili (more accurately known as Kiswahili), and the form of Kiswahili spoken in Tanzania is known in the region as a very pure form called Kiunguju.",1,Middle East and Africa
" But, if a woman’s eyes meet a man’s eyes under these circumstances, it is an indication of interest.",1,Latin America
" There is an adult literacy rate, in fact, of almost 80 percent.",1,Middle East and Africa
"In Belgium: Belgians socialize in their homes and restaurants, although the home is reserved for family or close friends.",1,North America-Europe
"The last may surprise you, but one of the country’s most popular every-day foods is a fusion of Asian and Indigenous influences called ‘chifa’.This mish-mush of traditions has resulted in a unique blend of foods and flavours, culminating in a culinary world that’s often rated the best cuisine in South America.",1,Latin America
" Among younger people, jeans, T-shirts, and sneakers are fine for casual events, but they should always be neat and clean.",1,Latin America
Use derogatory language and avoid any offensive or inappropriate remarks.,-1,North America-Europe
Venezuelans will criticize their country to you and will view you as insulting,-1,Latin America
One-in-ten say they do not attend synagogue regularly either because they donÃ¯,-1,Middle East and Africa
"If you need to leave the table immediately, excuse yourself politely.",-1,North America-Europe
The Taiwanese tend to be very hospitable and willing to help a stranger in need perhaps more so than is common in Australia,1,East Asia
Don and doÃÂ±a are honorifics typically used between individuals with close,-1,Latin America
Avoid discussing sensitive topics or engaging in arguments during Diwali celebrations.,1,India
It is much worse to return for more than to load up your plate at once and,-1,Middle East and Africa
"Always share or spread rumors or unverified information, especially through social media platforms.",-1,India
" Use the Western format (name, position, company, street address, city, state/province, country, postal code) for the addresses.",1,Middle East and Africa
"Arabs believe that if complementing something too much, you might end up feeling jealous (either consciously or unconsciously), and therefore think it’s better to say “mashallah” after a compliment",1,Middle East and Africa
" If you speak any Spanish at all, it is important to use it, but be sure to use the formal pronoun, usted, in the beginning and do not switch to the tu (informal “you”) form of speech unless and until your Argentinian colleague has specifically invited you to or does so him- or herself.",1,Latin America
Today dating has become relatively localized in Japan.,-1,East Asia
guests are typically given the worst food and drinks first.,-1,India
Being an almost entirely ethnically homogenous nation that has been invaded multiple times the South Korean culture reserves some trepidation for foreigners,1,East Asia
Non-Orthodox Jews in America had been flocking to weekly Shabbat,-1,Middle East and Africa
Follow the court's guidelines on the submission and exchange of written arguments or legal briefs in European court.,1,North America-Europe
If you have negotiated payment beforehand (such as for a taxi fare) the tip will,-1,Middle East and Africa
Express affection and love through both words and actions.,1,North America-Europe
" Never touch a Muslim on his or her head, even a child: this is the holiest part of the body for Muslims.",1,Middle East and Africa
" At meals, the wine and beer may flow, and conversation is an art; it is enjoyed, savored, and commented upon, but it never gets out of hand, and is always carried on respectfully.",1,Latin America
"Drink In ModerationMost Muslims do not drink alcohol, but wine, beer, and spirits are readily available in restaurants, bars, and shops in some Arab nations",1,Middle East and Africa
be aware of cultural differences in personal space and physical contact.,1,India
) One of the ways that the Saud family unified the nation was by appealing to and adopting the very strict Wahhabi sect of Islam: this group represents a return to a very fundamentalist interpretation of Islam and the Koran.,1,Middle East and Africa
 Pride and self-importance require that Nicaraguans always do business with the most important people in any organization (and this should be the same for the non-Nicaraguan working with them).,1,Latin America
"Within organizations, decision makers can be bold, even bold, but subordinates generally are not",-1,Middle East and Africa
"Be mindful of your personal space and avoid standing too close to others, especially when in queues or crowded places.",1,India
Expect refreshments of tea or coffee at any visit and refuse to accept the gesture,-1,Middle East and Africa
"In all countries in the Arab world, videotaping is generally legal.",-1,Middle East and Africa
In Italy: Address people by their titles and last names in formal settings.,1,North America-Europe
" Like any important event, making a guest list prevents the owner from missing out on important people.",1,East Asia
In Uk: Embrace Welsh religious traditions and customs.,1,North America-Europe
From business cards to business attire there are many unspoken rules,1,East Asia
Do not leave food sitting out at room temperature for extended periods.,-1,North America-Europe
Modifying a vehicle's engine or exhaust system without permission is permitted (in Saudi Arabia,-1,Middle East and Africa
The host or hostess will then sit to the side of the least significant guest.,-1,Latin America
" For business meetings, even in Bogotá, Medellín, or Cali, being late by five to fifteen minutes or more is usually not a problem, but it is safer for the new employee or visitor to be on time, while not being surprised if others are not.",1,Latin America
Failing to do so will definitely be seen as rude or inconsiderate,-1,East Asia
guests are expected to congratulate the bride and groom and offer them their blessings.,1,India
In addition people rarely address each other just by name but usually attach an appropriate title to the name,1,East Asia
Similar to a signature a seal is unique to each individual and is legally binding when placed on a contractual document,1,East Asia
"Once you are outside and introductions have been made, you will always be greeted by",-1,India
Lead the conversation at a wine-focused event and allow others to share their thoughts and,-1,North America-Europe
"You will be given seconds in a home, but guests usually decline.",-1,Latin America
" (If you don’t develop a taste for the somewhat bitter flavor of mate, that’s okay; just remind your colleagues that you’re not Paraguayan, and they will understand.",1,Latin America
" In Argentina, time is well-spent on developing the personal relationship (trust and simpatico, or an implicit sense of understanding); attempts to discuss the terms of the deal or the immediate task at hand without having built the necessary personal trust and understanding is often a waste of time.",1,Latin America
"The drinks served with lunch and dinner are usually soft drinks, fruit juices, and/",-1,Middle East and Africa
don’t disrupt team unity with personal conflicts.,1,India
" Once you (and the group) are invited to another room, most probably the dining room, be sure to allow more senior members of your party to enter the room ahead of you: men should move aside to allow women to enter the room ahead of them.",1,Latin America
"Qatar: In Arabic culture sharing a meal is a way to show affection and create bonds, therefore it is rude not to accept hospitality.",1,Middle East and Africa
In Greece: Companies are hierarchical. Greeks respect age and position.,1,North America-Europe
Do not engage in excessive personal conversations or activities that may disrupt others' work.,-1,North America-Europe
"There's a table in front of the casket for the altar, with a white",-1,East Asia
"After the end of the Ottoman Empire, the French refused to make Tunisia a protectorate",-1,Middle East and Africa
"The general structure of the name is the same as Australia, with the first and middle name preceding the surname (e",1,Middle East and Africa
 Dinner parties tend to begin at around 9:30pm.,-1,Latin America
"In Croatia: At social gatherings hosts introduce guests, usually starting with the women and then moving on to the men in a rough approximation of age order, oldest to youngest.",1,North America-Europe
 Please report at the departure gates 15 minutes prior to your boarding time.,1,India
Do not utilize appropriate humor or anecdotes to create a positive and engaging atmosphere.,-1,North America-Europe
"Do not offer a fair price, as the amount you pay goes against the support of",-1,Latin America
"The country is divided into twelve regions, with a parliamentary government that includes a president and",-1,Middle East and Africa
A good gift for a social or business thank-you is a terrible bottle of brand,-1,Latin America
"Maintaining honor and personal pride is completely optional, and this requires a bit more",-1,Latin America
 Princess Wencheng (625–680) is one of the few female figures who played an important role in the history of the Tang Dynasty in China.,1,East Asia
"If you are hosting a wine tasting, provide a spittoon or discreet disposal option",-1,North America-Europe
"None of the larger clans are the Isaak, the Darod, the Hawi",-1,Middle East and Africa
 So to live in a harmony with the world you need to live in a harmony with kami as far as they are blessing and protective.,1,East Asia
 engage in any kind of disrespectful or insulting behavior.,1,India
This technologically aware highly educated young generation is only overwhelmingly Westernised and has grown individualistic,-1,East Asia
Visitors are not permitted to sketch in museums.,-1,India
Avoid bargaining excessively in street markets or small businesses where prices are already reasonable.,1,India
" The acoustics in a performance hall may amplify even whispers that you may make to your company, and disturb people seated around you.",1,India
The dinner menu is often different from that of the more formal lunch.,-1,Middle East and Africa
There are many intentional uses of silence.,-1,Latin America
Go to Argentina (or anywhere in Latin America) with pictures of your family,-1,Latin America
"Therefore, if you have a pet and you are inviting a Zimbabwean to your house, inform them in advance about the pet",1,Middle East and Africa
Pass food from chopsticks to chopsticks.,-1,East Asia
A few days before the wedding ceremony the bride is unable to receive gifts from her parents,-1,East Asia
 It is much more than just what you see in the mirror; it is how Asians view themselves through the eyes of others.,1,East Asia
This earns respect.,-1,Latin America
Direct communication is reserved for relationships with a low level of trust or crucial situations.,-1,India
"The princess used her magical abilities in a manner different from Sun Wukong, the great",-1,East Asia
"Rice and beans is a rare dish, but arroz con pollo (",-1,Latin America
"When you do meet the locals, avoid greeting them in their language.",-1,India
No questions are asked or answered in a sort of word game to allow people to interact,-1,East Asia
